LID,target
1.3881484261370953,0
6.91202844978901,0
5.912523243189228,1
8.479244258348844,1
14.056483329674123,1
17.43145107538248,1
9.4533851476937,1
9.624572798253347,1
4.009199258301783,0
0.9248477872673467,0
1.0644289930460649,0
1.1647096489319089,0
2.4684131960274938,0
2.3026469421499725,0
10.304168903847938,0
1.137268574804371,0
2.744962613845958,1
1.630748449828351,0
1.7067109792749724,0
1.2547631677170488,0
1.2850048079621594,0
1.759616239644778,0
1.152738762416227,0
1.2763795382312642,0
2.283455573105153,0
1.4208889029033438,0
4.26892455439394,1
0.8758626364286892,0
0.8899103534495959,0
2.749020026728692,0
19.36516064000763,1
7.538856494295877,1
2.451106195745782,0
4.77315619296624,1
6.187820123531253,1
2.250923346545136,0
4.921070566297358,1
1.0310007280194402,0
0.9344094325657781,0
0.8870138452353911,0
1.1325106643701877,0
2.0937310316011524,0
2.8697104011606926,1
1.007832080289038,0
0.9452180013590746,0
1.7150287048011499,0
2.133212227665605,0
1.886513864289644,1
1.8847615732443432,1
2.8927732956490066,1
1.3445695884296862,0
1.494589101798606,0
5.587812084699015,0
1.3169279037205384,0
1.0670633302397605,0
5.36803362793813,1
3.052506253550239,1
2.4045087019422544,0
7.552483285725224,1
10.089208109679676,1
5.537188628121257,1
4.334718004289292,1
0.7517672231151405,0
0.9410813392286395,0
3.13998561147549,0
0.9085199108575697,0
2.232753595488127,0
1.6739731928296426,0
1.5004036933837681,0
0.753156648805508,0
7.701276411184478,0
1.3137599497353651,0
5.197018806475198,0
4.8545397317578995,1
10.62100105352569,1
3.924272220342767,1
9.947781941973584,1
12.401932318848578,1
2.2223833927543217,1
1.4791034536242522,0
0.8541516865133336,0
2.959593565970163,0
1.6202666039103768,1
0.9654709268592243,0
3.0059773153493055,1
5.428357340467671,1
22.953503899107098,1
1.5642328107996024,1
8.170183470545052,1
4.649388808808427,1
1.7402479236840298,0
5.278396535790433,1
1.7293106452151679,0
1.921341428592695,1
6.326364901959979,1
40.79107327491076,1
4.833086633474397,0
2.8643735295675783,0
1.374380091116311,0
1.4765665671075254,0
6.604463825272119,0
1.9227804645601074,0
9.744331300498702,1
6.486453226773495,1
1.833825591270541,0
3.371716118646801,1
29.27337030188584,1
1.7632561298221372,0
6.295698604523736,1
9.033176237145101,1
3.340204176013219,0
3.4711788550387546,1
25.297864589536314,0
2.2431446849506975,0
2.1584960909821174,0
2.189599306809455,0
2.103934089534861,0
2.635558130204879,1
0.9229437389597641,0
0.96109457019257,0
3.129362366034934,0
33.65178037829557,0
2.6248703766975128,0
2.181593790263117,0
3.357742547262427,1
0.8694419511183789,0
2.581096680428177,0
4.468780504468031,1
1.6430393650006638,0
7.066881210275742,1
2.7511502010603075,0
1.1775785118541604,0
1.1719802008942666,0
1.2563359909483829,0
1.4266226793597558,0
1.1049241167246584,0
1.0557838972526017,0
1.1713590151140663,0
2.653167397315214,0
4.826296760247592,0
1.5699562946381578,0
1.1569262273739425,0
2.7153968448857477,0
1.2894169511432574,0
1.307868270052489,0
1.2925014810834372,0
1.1187852729078749,0
1.0502297158160654,0
1.1068210903731721,0
1.2634249449617685,0
4.5396417486957805,0
12.546060445411692,1
3.935408361239479,1
6.26405355669103,1
6.276064134456313,1
4.409061197078214,1
3.7838356495412278,1
11.316098062043388,1
10.476032643033433,1
13.513067069673951,1
17.569959308984345,1
4.654638762112267,1
4.388443748367851,1
4.301184721905398,1
6.342367876089631,1
2.94712577423594,1
10.267947384277605,1
5.05547014797228,1
3.0329998028806626,1
4.138607036208416,1
6.320349450743459,1
3.2474155647051326,1
5.351384253752951,0
0.7994004944731786,0
1.4985491956379169,0
0.7047927627311413,0
0.6874132098944007,0
1.419457027992739,0
0.6734141084925727,0
0.6729908686048304,0
0.6967681757620333,0
6.368240584659074,0
1.9468278527702307,0
1.8490958602334024,0
2.734384909002925,0
1.7971525462035098,0
1.7839777999913777,0
1.4824633817393755,0
1.01408640823487,0
2.577193369895934,0
1.4029097929160075,0
1.683920592398794,0
2.6462919098939066,1
0.8386412212740054,0
0.8966296897661599,0
2.602412777131973,0
2.105120734792717,1
1.8739247004427588,1
6.142067085588351,1
5.492394010336661,1
52.11048534882088,1
2.1173510612276547,1
5.618213693295387,0
1.2697578378061465,0
5.692593037799643,0
1.0630999079530734,0
4.517466603697877,1
5.116878588293597,1
9.657673241725236,1
8.70209570796915,1
23.513570169461044,1
13.579510517839328,1
2.945737045440184,1
2.028030564761371,0
62.590788434436824,0
1.7447790160586705,0
6.269553874311448,1
5.609128500658536,1
6.5494541512373,1
10.772295672261237,1
6.024660103951777,1
5.680899927096605,1
18.72032701983797,1
12.851654235948741,1
9.009942646017779,1
8.222915391212322,1
15.795344131017263,1
8.601875785295036,1
1.5510565499376514,1
1.9023691171716346,1
4.961702189090202,1
1.347730883319837,1
2.6812975579742298,1
3.340636576281624,1
1.939942112994562,1
3.623255242666221,1
2.3927441611220184,1
6.699318433636839,1
7.785351636793271,1
14.466906195965594,1
7.529889528263837,1
7.038338287909218,1
5.632793039728985,1
4.2619007525173105,1
7.849483538918902,1
3.106034213313838,1
4.996283059204892,1
2.554655624663094,1
0.6070823337912428,1
2.3068691503415355,1
8.848627715177848,1
2.288693526232354,1
16.336431627863504,1
10.152620716468586,1
0.6221274602608174,1
0.9039908540421935,1
0.5725968994466009,1
1.0323538449455605,1
4.870518913349876,1
33.45298402658151,1
5.6944949440554975,1
1.0689310529461624,1
0.9121483932323646,1
5.646836593626552,1
3.7934413899840154,1
1.4421270907999013,1
3.2287761079160795,1
4.766228971700208,1
1.563149393877544,1
4.691983416294873,1
4.947266199079195,1
7.344478356454274,1
10.118529816251279,1
8.732809941212983,1
0.7806870179416642,1
0.6031767658287649,1
5.212080936981135,1
6.8128613017971755,1
5.4610587215706605,1
4.637577090075233,1
5.3280755255550485,1
4.867200117004639,1
3.4084048476411364,1
8.600361538293528,1
5.9786019644839365,1
4.263285676683807,1
2.8755529300876046,1
7.550479926940266,1
3.384443521540633,1
6.585325316464205,1
3.6222271676505384,1
6.730575067876696,1
8.355091744015546,1
9.57782692506603,1
14.509218827659343,1
11.218744931896163,1
12.532788186717454,1
7.484616895358279,1
1.662987230257911,1
1.5877787288859326,1
12.198636969344683,1
3.6276932392946524,1
17.399423664014975,1
2.7254861076246715,1
1.7519590648633077,1
3.8830746315384874,1
11.059763399258417,1
1.041261924137035,1
4.017494780137319,1
3.188154988707297,1
5.35217671249909,1
1.699361327987482,1
3.54365979250467,1
0.9598617904469061,1
3.2267304683140643,1
2.2571046214603583,1
3.834100780791817,1
1.9325489592937104,1
1.7678721910222734,1
7.0904590684977125,1
2.8658020654830714,1
1.1632525064575472,1
2.2250547336373225,1
2.907004237679133,1
2.284758976395361,1
0.924123396600915,1
2.3919184554217012,1
4.234234293648569,1
3.2555256997473245,1
2.4088540333836472,1
4.108055026032407,1
1.7741803230359776,1
2.635716489221979,1
0.9358597954528248,1
2.301124758949824,1
2.659413764580157,1
4.990934846305754,1
5.575857517684534,1
17.978431804074845,1
2.6659280841134754,1
0.9357804692250384,1
3.709790769805657,1
2.952054704108021,1
4.819360725812241,1
9.232426990900398,1
3.793549951698128,1
4.8069887314139494,1
19.479632570516394,1
10.616034254971895,1
23.341110487664505,1
9.472766651324177,1
10.87024567265811,1
10.942444213797334,1
5.908549612430703,1
6.0040999566250415,1
3.254841350527303,1
25.540571925220576,1
5.520126842321234,1
16.221004414117527,1
7.167747715735987,1
8.594266228856133,1
19.804202794815467,1
0.9794771824064736,1
1.3255864947370957,1
1.3075717272830722,1
0.9230056964528504,1
0.576285147515013,1
0.7651702411483589,1
0.5678998655752127,1
0.7786855127013987,1
0.7065674877508975,1
17.136482688853537,1
0.8247194667578508,1
17.66065927677953,1
0.7167869729187781,1
10.155580908845916,1
11.015821152982149,1
15.379873175204883,1
13.50992391756509,1
0.0,1
13.576894164405811,1
11.144422399273939,1
12.180532751809604,1
14.725877683988369,1
17.80992039134416,1
5.193105791843047,1
0.0,1
0.0,1
0.0,1
